id,name,artist_id,artist_name,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
09FfQO3PqHO4HIJL511Ksi,Nice Guy (with Jessie Reyez),7dGJo4pcD2V6oG8kP0tJRR,Eminem,2018-09-05T16:45:51Z,150801,2018-08-31,True,59,https://p.scdn.co/mp3-preview/f58e557d1165ffa468f6c69a2decc2a9019e792c?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273e4073def0c03a91e3fceaf73,0.65,0.639,8,-5.962,1,0.458,0.0942,0,0.135,0.563,139.226,4
4g32MdRoqwGKQd3NXIRhpU,Good Guy (feat. Jessie Reyez),7dGJo4pcD2V6oG8kP0tJRR,Eminem,2018-09-05T16:45:51Z,142192,2018-08-31,True,62,https://p.scdn.co/mp3-preview/040a603427e802c97ce1d783c23fee9d2c6e7cce?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273e4073def0c03a91e3fceaf73,0.696,0.634,9,-6.918,0,0.281,0.244,0,0.437,0.728,89.973,4
2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2018-09-05T16:45:51Z,269554,2018-08-31,True,71,https://p.scdn.co/mp3-preview/9e5bbba94274961328c3e3901834bae23f714137?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273e4073def0c03a91e3fceaf73,0.749,0.794,0,-5.063,1,0.064,0.0193,0,0.543,0.46,135.959,4
6W7ZgAMlxfyvicmlPntYPI,Retreat2018,3jNkaOXasoc7RsxdchvEVq,Chase & Status,2018-09-04T05:11:48Z,275320,2018-08-30,False,30,https://p.scdn.co/mp3-preview/804dba5a3e98553d93a89a3e1d911d6fa8403f6b?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273a5190d2f275ef856b41c98fd,0.446,0.939,6,-3.586,0,0.11,0.0303,0.179,0.553,0.125,108.658,5
2DRzRvtZtQkK6dC7gDJSGj,Solo,3QryVD03gGZOLQQXjy3EoA,Getter,2018-09-03T08:27:38Z,346285,2017-10-20,False,0,,https://i.scdn.co/image/ab67616d0000b2730b91ad091e5dd4e9677644ac,0.464,0.879,7,-4.018,0,0.0694,0.0445,0.000878,0.324,0.0748,140.005,4
4EzXMevYacfWa9uLQbZcA2,Lift Off,5dNqUwGTZcQQ09ecTKkCGH,Dirt Monkey,2018-09-03T08:20:03Z,243200,2017-08-21,False,36,https://p.scdn.co/mp3-preview/abdb08a113c66fd241c412ff0998a737135b9dd7?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273441b683700e2719b33985102,0.736,0.821,1,-5.275,1,0.0728,0.0146,0.307,0.223,0.284,150.029,4
6mnpsuGFdBnxSocJxJKuxo,Samstag der 14te (feat. The Friendly Ghost),6jL3G5P8rxfUamkyqmRJNU,Marsimoto,2018-08-30T20:33:43Z,184253,2018-04-27,False,30,https://p.scdn.co/mp3-preview/473e8b49da33f8a6d92c9f2f685d85d05ba27f9f?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27308d3ea8fffa034daefa4cf1b,0.49,0.67,7,-6.816,0,0.409,0.224,2.4e-05,0.277,0.34,91.79,3
2tb0vFdfgB05CM0LWp3yOt,The Otha Side,5No9X0ZejwFDnD1dVllwQA,Terror Reid,2018-08-30T20:10:51Z,173793,2018-02-01,True,55,https://p.scdn.co/mp3-preview/958055cd1aa60373e5d118e4b2f49a580528f97a?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2737f9e98aaa2110baf96cf22b2,0.576,0.769,10,-5.369,0,0.321,0.0363,0.000173,0.116,0.82,174.418,4
4QVQYbmQu5qB96bUxZJoi3,Aiwa,0qPGd8tOMHlFZt8EA1uLFY,RIOT,2018-08-30T11:17:09Z,278370,2018-07-09,False,0,,https://i.scdn.co/image/ab67616d0000b273408c74d3a58b70d2ff34d748,0.582,0.938,7,-1.041,1,0.352,0.00247,0.233,0.767,0.369,150.115,4
0w7Yk16SqMY7BioZktmcYm,GIGI (ZKITTLEZ),5Sjj30aHCmKcM9SdVX7PBK,Gringo,2018-08-28T22:01:11Z,176000,2018-08-03,True,0,,https://i.scdn.co/image/ab67616d0000b273bda78fe94b941cd2c3b9ed1f,0.768,0.854,1,-4.086,1,0.26,0.119,0,0.302,0.658,91.995,4
