id,name,artist_id,artist_name,playlist_name,playlist_id,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
144JMbvbR5txNzoZ112wo4,Strong Enough,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,72OaDtakiy6yFqkt4TsiFt,Cher,2020-12-11T22:58:57Z,224000,1998,False,67,https://p.scdn.co/mp3-preview/31f7b7878cbcad46832c8154056e23d1526463d0?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27361c83e0a3e42be611729c840,0.593,0.923,0,-6.19,1,0.101,0.0495,0,0.29,0.587,124.862,4
3UmaczJpikHgJFyBTAJVoz,Stan,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2020-12-11T22:59:29Z,404106,2000-05-23,True,79,https://p.scdn.co/mp3-preview/bf13d42615a883ac55907ff694c267b2494a2376?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,4
52K4Nl7eVNqUpUeJeWJlwT,Break the Ice,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,26dSoYclwsYLMAKD3tpOr4,Britney Spears,2020-12-11T22:59:46Z,196053,2007-10-25,False,62,https://p.scdn.co/mp3-preview/a5c041032efd01ccc689c781b2e7342d2cd9139a?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273ca10fae7d292c52f7e8b11ca,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533,4
60a0Rd6pjrkxjPbaKzXjfq,In the End,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2020-12-11T22:59:54Z,216880,2000-10-24,False,84,https://p.scdn.co/mp3-preview/6ce8bcf317e8c562f348ea22c846846b5b70e8d9?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
6I9VzXrHxO9rA9A5euc8Ak,Toxic,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,26dSoYclwsYLMAKD3tpOr4,Britney Spears,2020-12-11T23:00:02Z,198800,2003-11-13,False,82,https://p.scdn.co/mp3-preview/8465386fd6ce10f7ae3bd9c907825d7cb955ade0?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
4Hff1IjRbLGeLgFgxvHflk,DARE,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,2020-12-11T23:00:16Z,244999,2005-05-23,False,74,https://p.scdn.co/mp3-preview/6ea35c0521ab0de6cddba222138e578039410b5e?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf,0.76,0.891,11,-5.852,0,0.0372,0.0226,0.0868,0.298,0.966,120.265,4
3pD0f7hSJg2XdQ6udw5Tey,What Goes Around.../...Comes Around (Interlude),songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2020-12-11T23:00:31Z,448573,2006-09-12,False,71,https://p.scdn.co/mp3-preview/f6f07bf44c8293d4ef5aa1bd76d0ef5ab8713775?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273c6ba98fd3f3b396a6c6f7091,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,4
0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,6deZN1bslXzeGvOLaLMOIF,Nickelback,2020-12-11T23:00:44Z,223840,2001-09-11,False,79,https://p.scdn.co/mp3-preview/bce58ffc6c70e0fcf2f2c0228f794743a07569ab?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273699a422d25adc550dc5aa11c,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,4
10FP9hm2aFfAIKEopqaG9D,Can't Fight The Moonlight,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2d3VHzlOEwXvmBdS4pzOPL,LeAnn Rimes,2020-12-11T23:00:57Z,215506,2000-08-01,False,60,https://p.scdn.co/mp3-preview/84b0ad9f6dddec182acb3e52fd9c1b97567c5ffb?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730df4a8d51ecfeaefc53681ea,0.628,0.834,6,-6.341,0,0.0497,0.403,0,0.051,0.626,97.865,4
5iyE2d4U3Vc5cqY9mPTlpy,LoveStoned / I Think She Knows (Interlude),songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2020-12-11T23:01:09Z,444333,2006-09-12,True,57,https://p.scdn.co/mp3-preview/6996de3cada0ca279c4854254dd1969a3ab60379?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273c6ba98fd3f3b396a6c6f7091,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243,4
1VsuSOEVhuCaybeb1rFeCM,The Magic Key,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,70W0ftdGNlFkgrqu5O0QiI,One-T,2020-12-11T23:01:24Z,228706,2003-07-02,False,59,https://p.scdn.co/mp3-preview/c361666da070d1f72d24d27b794f88b5f6cc195c?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2737a074c43eee70cb5dbe5cfeb,0.809,0.728,5,-1.252,0,0.0533,0.0855,3.33e-06,0.303,0.967,204.192,4
2vlgOAH3M8Fmo19wOjeRyw,Freestyler,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,0NeC6ploeJUq8oDwYQjNPS,Bomfunk MC's,2020-12-11T23:02:59Z,306000,1999-06-02,False,60,https://p.scdn.co/mp3-preview/2a5b5a9977f58ae525b473455e9f2e67a9edf8d7?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273fd4b86f05da88a81e3f87785,0.824,0.925,11,-5.814,0,0.0965,0.0263,0.376,0.247,0.554,163.854,4
7rwOai4X9GjSJONKqcrNF1,My Beautiful Woman,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,2020-12-11T23:04:16Z,218173,2005-06-14,False,36,https://p.scdn.co/mp3-preview/f5449d94038ae8aa2e8a42dafcf65daf0af540c1?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273fd2f4308f22fcae9f5c1fa8c,0.708,0.785,1,-3.303,1,0.0369,0.0125,0,0.104,0.869,105.054,4
15f8Cv8RXUlOOCIf2oaceN,Underneath Your Clothes,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,0EmeFodog0BfCgMzAIvKQp,Shakira,2020-12-11T23:04:53Z,224066,2001-11-13,False,66,https://p.scdn.co/mp3-preview/6c5a56058ce04371cfe823a5d4c3557f45b026d2?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2731f400a1f4d821b00824cf58f,0.616,0.597,8,-5.328,1,0.0415,0.686,0,0.104,0.362,165.508,4
55whbebR4olz2HHcRQa2kx,Sorry,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2020-12-11T23:05:44Z,281880,2005-11-11,False,60,https://p.scdn.co/mp3-preview/f214e512ff5a2ee35d30ffe8f82c61a8f9276089?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273efcbc3f42da96cea7583bb6f,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,4
1t5nwfsb90IliczIhOMnpJ,In Your Eyes,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,2020-12-11T23:06:31Z,197826,2001-10-01,False,62,https://p.scdn.co/mp3-preview/1124c77b853355b6d8849676769b27b5fda7f7df?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2735d6121285c42ea4535e59048,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,4
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2020-12-11T23:06:57Z,288333,2002-11-04,False,74,https://p.scdn.co/mp3-preview/48df99237464a09d5cc4634e2eba8bc846aa1d0a?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee,0.624,0.654,8,-6.582,0,0.183,0.577,0,0.104,0.564,73.898,4
14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,6jJ0s89eD6GaHleKKya26X,Katy Perry,2020-12-11T23:07:34Z,179640,2008-06-17,False,74,https://p.scdn.co/mp3-preview/29414f20ba1659e9f54612e358d881861aa90c2d?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733f97d4244eff5852477d9ee0,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,4
6IJmRILFspEP80BmmfAv2m,Femme Like U,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1a2yfRvULXWkUSvxJbkw75,K.Maro,2020-12-11T23:08:33Z,248640,2004-07-09,False,55,https://p.scdn.co/mp3-preview/36dfd7e73a8e614e237da71c6a99f0adea29b860?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732bee19f83518f769d097eae9,0.751,0.746,3,-4.777,0,0.0413,0.046,0.236,0.111,0.734,117.01,4
0gPQTLaqHDgdupKEok7J2x,7 Days,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,2020-12-11T23:09:38Z,235133,2000-08-14,False,70,https://p.scdn.co/mp3-preview/31836c2073a62c08098e188b6f4fd82d188addc6?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2737c2e92fb2302f8e8fcd9b389,0.659,0.812,4,-7.499,0,0.0487,0.23,0,0.0951,0.888,83.014,4
3R7fjB38qajI6JR69y5k4e,Walking Away,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,2020-12-11T23:09:42Z,204866,2000-08-14,False,62,https://p.scdn.co/mp3-preview/c1bf286877279c94c81ec172b60f8e598d3fd798?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2737c2e92fb2302f8e8fcd9b389,0.596,0.688,9,-6.367,0,0.0345,0.196,0,0.121,0.817,172.837,4
1nOcjkKgryMCwU1QNFlAgn,Rise & Fall (feat. Sting),songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,2020-12-11T23:10:04Z,287586,2017-03-03,False,36,https://p.scdn.co/mp3-preview/d5e28b9a68ecc7a72a1fe80cd3fbe1323e79a8a4?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273caab4c5bfeaaa5adb89379c6,0.386,0.638,6,-6.097,0,0.0635,0.296,0,0.632,0.764,83.243,4
3oobWqIgYrSRg18uqRuPIF,Superstar,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,3f5W9NEwkc1SAIPFuumcaf,Jamelia,2020-12-11T23:11:59Z,215480,2003-06-30,False,70,https://p.scdn.co/mp3-preview/84dc2fea13946ac65e7a41c1e80ed3e5322e1477?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2733c0f5882f5ad3bc6fa4e2b8d,0.801,0.645,1,-6.93,1,0.0356,0.0457,0,0.0357,0.824,110.01,4
11mwFrKvLXCbcVGNxffGyP,Genie In a Bottle,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,2020-12-11T23:13:10Z,217573,1999,False,72,https://p.scdn.co/mp3-preview/31c45c1e2951c7713b67a91299d3da369f502c75?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f89996e214be1763b2a9e948,0.627,0.8,1,-6.945,1,0.162,0.21,0.000123,0.137,0.912,175.815,4
0JiY190vktuhSGN6aqJdrt,So What,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1KCSPY1glIKqW2TotWuXOR,P!nk,2020-12-11T23:18:28Z,215160,2008-10-24,True,77,https://p.scdn.co/mp3-preview/4fce142e082b70ea661ab7c3aa4610a1696bbff6?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2735a45d5041e4ffcb9f756f740,0.534,0.87,11,-3.078,0,0.0425,0.000329,0,0.241,0.462,126.019,4
733ncRLzZQT5UtSPg1QmPc,Sober,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1KCSPY1glIKqW2TotWuXOR,P!nk,2020-12-11T23:18:37Z,251533,2008-10-24,False,59,https://p.scdn.co/mp3-preview/26b07fa9af2a2295ab184a78e91fb30e4c268861?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2735a45d5041e4ffcb9f756f740,0.612,0.797,6,-4.896,1,0.0315,0.0626,0,0.187,0.373,90.95,4
1Ab6RxeKl3e07zP7Get7CX,Stupid Girls,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1KCSPY1glIKqW2TotWuXOR,P!nk,2020-12-11T23:18:50Z,197173,2006-04-04,True,59,https://p.scdn.co/mp3-preview/684daecf2d28169610b7e2ec6dbb3331fe666c25?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730156b42e6443277454bb30fa,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04,4
1iOJQhxKSJ7dg3Dk03yPnl,U + Ur Hand,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1KCSPY1glIKqW2TotWuXOR,P!nk,2020-12-11T23:18:58Z,214386,2006-04-04,True,65,https://p.scdn.co/mp3-preview/9279d330d3e53a007e17c64b9c845ec36518840f?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730156b42e6443277454bb30fa,0.709,0.891,0,-3.688,1,0.0528,0.00144,0,0.034,0.886,141.04,4
02jcEwywffn3Tsb48fXmlW,Get the Party Started,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1KCSPY1glIKqW2TotWuXOR,P!nk,2020-12-11T23:19:08Z,192533,2001,False,68,https://p.scdn.co/mp3-preview/7f9d4fc170323e1de6c4429c0ef74c7b136734a8?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2739da93c573c5ce2d9deb98e4f,0.802,0.904,11,-3.267,0,0.0459,0.00108,0,0.173,0.961,128.931,4
1BpV8IGf4XsRRJf4Xuui9q,Just Like a Pill,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1KCSPY1glIKqW2TotWuXOR,P!nk,2020-12-11T23:19:14Z,236600,2001,False,67,https://p.scdn.co/mp3-preview/00af82e53e8a33ed2ac5479e4a5a3bd3078f825b?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2739da93c573c5ce2d9deb98e4f,0.689,0.774,9,-4.528,1,0.0278,8.85e-05,0,0.0941,0.253,102.052,4
6VD5vEK2wVfTG7q84pJ6EO,Family Portrait,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1KCSPY1glIKqW2TotWuXOR,P!nk,2020-12-11T23:19:20Z,296960,2001,False,56,https://p.scdn.co/mp3-preview/4aa1aeb037a0b64a91722c73fb8344d4e26716df?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2739da93c573c5ce2d9deb98e4f,0.762,0.686,0,-5.26,0,0.049,0.0274,3.62e-06,0.572,0.733,91.816,4
0AKAxdNkwq9ZxRdW1DN9zW,Behind These Hazel Eyes,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,2020-12-11T23:20:13Z,198973,2004-01-17,False,61,https://p.scdn.co/mp3-preview/7418190f90e982de859bca1029f77ea341eabb9a?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27303dadde4d9d305c1c3e0d91c,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,4
0UODoSWbhBQyUhzL10D03d,Hole In The Head,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,7rZNSLWMjTbwdLNskFbzFf,Sugababes,2020-12-11T23:48:38Z,218173,2003-01-01,False,54,https://p.scdn.co/mp3-preview/aebef20ff68fcd18cbdd29519820a3546857d3f3?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273300cb707ac12b2704a21c027,0.785,0.933,6,-4.629,0,0.0309,0.0303,0,0.137,0.962,125.011,4
3EDS89HeAhHiZKlljciK0a,Push The Button,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,7rZNSLWMjTbwdLNskFbzFf,Sugababes,2020-12-11T23:48:41Z,218093,2005,False,65,https://p.scdn.co/mp3-preview/e0c54c13984948b2fed721d4bb9c8776411d213d?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732f01c00e6bfc45b33d6ab3dd,0.962,0.66,8,-5.096,1,0.061,0.0485,0,0.076,0.814,126.016,4
1c3mgJu23QqajyOV7isUXc,Maneater - Radio Version,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,2020-12-11T23:48:47Z,198320,2006-01-01,False,56,https://p.scdn.co/mp3-preview/ce8e7b0533d7e3920d3a48a419a6c92fa04fd635?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27382a520dffab0b7ad2a1dde50,0.806,0.783,6,-4.565,1,0.0601,0.0652,0.00264,0.209,0.874,132.749,4
2glSi4PRdGUzLaz5QpiNJV,Ain't It Funny,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,2020-12-11T23:48:54Z,246160,2001-01-01,False,51,https://p.scdn.co/mp3-preview/1e6bbc4034d4b10d81f82f314abfdb9f32a564cf?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273a0797e28d8f68c14f657422e,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,4
2aI21FnmY7TJVKeMaoQZ0t,Say It Right,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,2020-12-11T23:48:58Z,223080,2006-01-01,False,72,https://p.scdn.co/mp3-preview/a505bc95423a5220f27a285f469ddc00d95c9959?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273a6f439c8957170652f9410e2,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,4
2uNq2hKb4X1S30hBgoywOF,Left Outside Alone,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2siHvYaxjaW5rKVRiIrMYH,Anastacia,2020-12-11T23:49:04Z,258800,1999,False,58,https://p.scdn.co/mp3-preview/28d73cbe6c41a26c98dee784213e496e5173757c?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273ade7496600da316d867dadc1,0.668,0.744,2,-3.554,0,0.0349,0.0959,0,0.0918,0.325,102.845,4
1BIENruTnjKdB7HD2YIlRr,Love Sex Magic (feat. Justin Timberlake),songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2NdeV5rLm47xAvogXrYhJX,Ciara,2020-12-11T23:49:10Z,220426,2009-05-01,False,58,https://p.scdn.co/mp3-preview/cb4a5f7ec3e9e4506627f24e6d48c032a88eb70e?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27313638393b7c0cb5e965e2a15,0.893,0.666,10,-5.089,0,0.138,0.0206,0,0.342,0.874,107.011,4
79EAVfOpzgfHx3IE2BVFQv,Never Be The Same Again,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,60vX3zLcdKRXvKLITVh5Df,Melanie C,2020-12-11T23:49:17Z,294200,1999,False,60,https://p.scdn.co/mp3-preview/fe50a4eed08b8b8ed45da63e908da8b5e6777c63?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736809892ec4db63e0a6ee661c,0.689,0.685,3,-5.153,1,0.0478,0.0921,0,0.119,0.398,160.067,4
2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,0EmeFodog0BfCgMzAIvKQp,Shakira,2020-12-11T23:49:32Z,196160,2001-11-13,False,75,https://p.scdn.co/mp3-preview/09ddeb4ae33ee6e8f5d41f42795910a34481c2e8?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2731f400a1f4d821b00824cf58f,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,4
5O2Ft5ENCfAh6JCgykJs76,Round Round,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,7rZNSLWMjTbwdLNskFbzFf,Sugababes,2020-12-11T23:49:47Z,236426,2002-01-01,False,57,https://p.scdn.co/mp3-preview/a09c568d465f2d9ee6c94a904db67111d5031157?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2738fe85fdab7e74fe595770e95,0.74,0.845,6,-3.802,0,0.0338,0.00287,6.23e-06,0.115,0.749,126.607,4
59ZTxQo8rBycIXPLUIKvE2,Dirrty (feat. Redman),songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,2020-12-11T23:49:57Z,298853,2002-07-19,False,70,https://p.scdn.co/mp3-preview/eb8e1344c10b93965b3d8ebf270efb1b74ae97d6?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2737cd872c7701c4737b2f81d87,0.64,0.889,2,-3.073,1,0.322,0.107,0,0.339,0.436,99.931,4
1dDNz8h95Gsu0W4QdxVVln,4 Minutes (feat. Justin Timberlake and Timbaland),songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2020-12-11T23:50:25Z,245080,2008-04-19,False,54,https://p.scdn.co/mp3-preview/958b452127d381bbaa38db8e26833e6cfa1a9f8a?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273c2c06f8ff6b3ee22263b3f2c,0.705,0.911,2,-4.873,1,0.0717,0.00592,0.00154,0.0603,0.803,113.032,4
37B4dZDMdzh1D7isPVF2df,Paid My Dues,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2siHvYaxjaW5rKVRiIrMYH,Anastacia,2020-12-11T23:50:32Z,202786,1999,False,50,https://p.scdn.co/mp3-preview/c93403cb091f6fa3de8bbc379bc610dae94d8f28?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273ade7496600da316d867dadc1,0.699,0.735,1,-3.292,0,0.0345,0.111,1.22e-05,0.0782,0.758,96.981,4
1Le4SDanBrX8OtmnnyTNrh,I Turn To You,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,60vX3zLcdKRXvKLITVh5Df,Melanie C,2020-12-11T23:50:41Z,352173,1999,False,55,https://p.scdn.co/mp3-preview/86d522ace9930a26905ce757400f102348e43aab?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2736809892ec4db63e0a6ee661c,0.522,0.803,1,-5.825,1,0.0327,0.00117,0.00167,0.31,0.0783,135.205,4
583xVl0Sbj93uU4ceixgU8,I'm Outta Love - Radio Edit,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2siHvYaxjaW5rKVRiIrMYH,Anastacia,2020-12-11T23:50:48Z,245400,1999,False,64,https://p.scdn.co/mp3-preview/feda5c101a29c25475b39e92ed69ab5751d8459a?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273b161cd9573f7ffb24156b348,0.761,0.716,10,-5.8,0,0.056,0.398,0,0.0771,0.649,119.406,4
3uJJqbzxkB4klF6fyP0dJ4,Ka-Ching! - Red Version,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,5e4Dhzv426EvQe3aDb64jL,Shania Twain,2020-12-11T23:50:55Z,200506,2002-01-01,False,45,https://p.scdn.co/mp3-preview/ba713e98dd3c7e6bb3e0ee89d8de767bda217d33?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273930fa38aa5999b96215027c8,0.61,0.864,10,-4.781,0,0.122,0.0473,0,0.249,0.82,76.035,4
0pQkyXUYyR00e1c9JV2FnB,One Day In Your Life - European Version,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,2siHvYaxjaW5rKVRiIrMYH,Anastacia,2020-12-11T23:51:07Z,209773,1999,False,47,https://p.scdn.co/mp3-preview/02543f38232138a8e27a30b520c98e79662a99d9?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273ade7496600da316d867dadc1,0.695,0.711,6,-4.367,0,0.0471,0.063,0.000171,0.0682,0.348,118.893,4
0ny5zITdmyNwyTPVzRGscU,What You Waiting For?,songs from your lost mp3 player,4HwdAT0Fb7wcR1xiNXdvT7,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,2020-12-11T23:51:12Z,221226,2004-11-22,False,60,https://p.scdn.co/mp3-preview/a97527a1910c97b6370bc17392f1eca611b2309d?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f049fc9322f0c93646cdcc77,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,4
