id,name,artist_id,artist_name,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,2021-03-10T15:51:12Z,183290,2020-03-27,False,83,https://p.scdn.co/mp3-preview/ccada72f07a920a7a2a29b0c85be4ca87c21ec78?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273cda2c6ad6272aea9c5811a49,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4
2PLo8T3kGE9URFvBy3tUdt,It Was Always You,04gDigrS5kc9YWfZHwBETP,Maroon 5,2021-03-07T20:44:24Z,239920,2014-09-02,False,58,https://p.scdn.co/mp3-preview/ea0bca769517733934dbd2ff27d5771e31c0119e?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,0.613,0.765,11,-6.582,1,0.0441,0.082,1.25e-06,0.092,0.299,103.951,4
5awqGLNiSTNRtMtWve1bSA,La baie,2oVrruuEI0Dr2I4NvLtQS0,Clara Luciani,2021-01-25T18:01:44Z,230840,2018-04-06,False,54,https://p.scdn.co/mp3-preview/322e1eaf5f280d7839a159046d7e9194c8be2254?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2736de908475396d444b724165b,0.705,0.683,6,-5.235,0,0.0317,0.00514,0.00452,0.19,0.792,124.011,4
0F3fscqwFqD52Tpbep5hBW,Oh Man,2HHmvvSQ44ePDH7IKVzgK0,Jain,2021-01-22T14:35:21Z,204133,2018-08-24,False,54,https://p.scdn.co/mp3-preview/c38c406bc65b5a15e14a10cc31c0e2b51b2eeaa8?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b27352900105134058b5732dd423,0.878,0.477,7,-7.431,0,0.0448,0.183,0.0299,0.0729,0.787,119.967,4
5hvwx5i67IwnCkjl9VHkNv,Diamonds,2wY79sveU1sp5g7SokKOiI,Sam Smith,2021-01-20T15:45:16Z,213869,2020-09-17,False,81,https://p.scdn.co/mp3-preview/ebb6239dc1083f4a9e5e57670dfa15d632c695e5?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273f207514228c0a5db1ae3b116,0.653,0.667,10,-6.764,0,0.0423,0.154,0,0.107,0.556,104.181,4
1w5QDuKJgrp7vRrINJ3PLX,"Contredanse in G, K.610 ""Les filles malicieuses""",4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,2021-01-19T16:32:33Z,89840,2020-12-12,False,4,https://p.scdn.co/mp3-preview/ac2c7be733af3afeebd4988d716632ea02eb9eba?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273b0b15eb0a8c4838401fac5b7,0.481,0.0241,7,-22.743,1,0.0429,0.982,0.876,0.111,0.471,112.753,4
5vj59ONIVbyhcrI8ZSwoRo,Sofia,2urF8dgLVfDjunO0pcHUEe,Alvaro Soler,2021-01-10T18:03:23Z,210466,2016-07-15,False,69,https://p.scdn.co/mp3-preview/e6a77fdd3d04a2cd3507363de6b4a7c5ac68049a?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273b64dae8a500b06da4b5216a5,0.688,0.729,2,-5.939,1,0.0315,0.109,0,0.225,0.909,127.998,4
3BsUcp4CFmJh39OKP4qbLx,Bella Ciao - Versión Lenta de la Música Original de la Serie la Casa de Papel / Money Heist,2TJHmhbmT7L3gw2NKyDTHh,Manu Pilas,2021-01-10T17:52:08Z,116274,2018-06-22,False,58,https://p.scdn.co/mp3-preview/3dbe45de52c3d56e0af47144dbcc24368f0456f4?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b2733e082d95832d0ee56241b8ce,0.621,0.21,5,-11.553,1,0.0308,0.952,0.00466,0.123,0.119,100.01,4
3lWzVNe1yFZlkeBBzUuZYu,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,2TJHmhbmT7L3gw2NKyDTHh,Manu Pilas,2021-01-10T10:56:23Z,139844,2018-04-20,False,70,https://p.scdn.co/mp3-preview/d60d7c30199badfa7d51e42c2c2e10a96f633077?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273f3c7e4934b8dd9eedf69e6e5,0.46,0.564,9,-10.329,0,0.0343,0.538,0,0.191,0.962,135.178,5
6iLzFJhs4ATwJn7P1utZIJ,Light of the Seven,1hCkSJcXREhrodeIHQdav8,Ramin Djawadi,2021-01-07T19:29:42Z,589094,2016-06-24,False,62,https://p.scdn.co/mp3-preview/88eeb34c8ff3286be682569d7404abceaf73dad0?cid=774b29d4f13844c495f206cafdad9c86,https://i.scdn.co/image/ab67616d0000b273b8f0101e1dbcbb4d78b325a8,0.273,0.102,0,-16.843,0,0.0494,0.903,0.721,0.268,0.0583,120.378,4
