id,name,album_id,album_name,artist_id,artist_name,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3tDIzKS3IBcusSnAdnSPlb,Arise,67EYFQMXQaz2vrG3rtkGZC,New Birth,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:59Z,501709,2016-10-06,False,32,https://p.scdn.co/mp3-preview/d0c303e214315cae6b6e27433b8ad5db1b182d6a?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273532a79ddf2f6f6f85db65abe,0.448,0.658,0,-8.458,1,0.0553,0.0789,0.606,0.332,0.196,93.382,4
41vOKMlbE5idwdNhojNniL,"[12]3,4 How Bout Them Funky Knuckles",4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,94421,2014-01-21,False,32,https://p.scdn.co/mp3-preview/f4e60a9f5272f7229df7822af80ef918d4d00e07?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.591,0.625,1,-10.319,1,0.144,0.197,0.723,0.495,0.919,86.871,3
1AFJdPatKBaoHzT0UFRBsM,16 Bars,4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,478636,2014-01-21,False,32,https://p.scdn.co/mp3-preview/76d488adbb1e9ceb3e3d83617cc90e02ee997d0d?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.439,0.881,1,-5.337,1,0.325,0.102,0.0857,0.337,0.444,98.904,4
7lwnHrnOxX8jxfLjRaBvWO,Rain Journey,4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,551600,2014-01-21,False,32,https://p.scdn.co/mp3-preview/5599fb69338a0ad6a9025ad3a6e6d923ee31ff34?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.539,0.764,1,-7.267,1,0.0445,0.0441,0.824,0.11,0.301,159.954,1
1wL4YSxxDr8jvtwPjimGII,Mystery Song,4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,574112,2014-01-21,False,32,https://p.scdn.co/mp3-preview/6fe3ab2ffbb73689572180a4e593f6d05fda3efd?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.432,0.663,1,-6.119,1,0.0792,0.0874,0.757,0.156,0.375,92.114,5
4cyyvLxsuMl0boXewQY7oa,"[12]3,4 Interlude",4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,107675,2014-01-21,False,32,https://p.scdn.co/mp3-preview/7c7f26142b0f20b17cc64892f57ca32ac1daf81f?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.275,0.916,1,-7.161,1,0.251,0.256,0.547,0.278,0.452,174.951,3
3JFAPWREMMqBac1EgbZOXm,Kyle's Dance,4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,487366,2014-01-21,False,32,https://p.scdn.co/mp3-preview/c859026b5d442363fbf142d3d8633fa6b2e38580?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.439,0.755,8,-7.358,1,0.127,0.389,0.224,0.0662,0.457,134.547,4
7BjG1ANjkBbPuYjtw06isO,New Leaf,4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,525033,2014-01-21,False,32,https://p.scdn.co/mp3-preview/d81b0c2c32a8e7f95f29cc8b14fe97dc1f1ea5c9?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.557,0.878,1,-5.961,1,0.0937,0.0217,0.808,0.116,0.381,130.014,4
2BTt1HibN0Bfq2uR6yrCJR,Micro Clown,4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,531508,2014-01-21,False,32,https://p.scdn.co/mp3-preview/b0c16750d7462e1c2e9827d989c5542dd0c73425?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.456,0.677,11,-7.173,0,0.105,0.0685,0.399,0.551,0.306,124.919,4
2MP8JGyCulTM7uyaRhDwxN,"[12]3,4",4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,244218,2014-01-21,False,32,https://p.scdn.co/mp3-preview/6bf67294f5b6e4f30afbd2d3bac9c5733d0eda9c?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.583,0.799,1,-6.281,1,0.299,0.374,0,0.356,0.836,88.32,4
1OTtQNvs2v7o4OfOL0ooRz,Shield Of Faith,4lC9oGwXi1bDDKzXnGEh3S,Meta-Musica,0uyK6faAhm4CYcf1OhP38V,The Funky Knuckles,2020-07-21T07:22:55Z,568379,2014-01-21,False,32,https://p.scdn.co/mp3-preview/89d6dc17c8b71ac4c39361fd771a3fc93e5fadcf?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2732b91b6451d0339e6376ea186,0.558,0.725,5,-4.935,0,0.0824,0.392,0.127,0.0817,0.505,145.86,4
668j2Ig4XLsrxakpT7ZDZa,(y),3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,110557,2020-03-09,False,34,https://p.scdn.co/mp3-preview/148839ac85a34bf92b940cd874b5922f87a39fb7?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.671,0.781,0,-6.18,0,0.056,0.282,0.0012,0.382,0.438,91.989,4
66FcYhdaJQkfCWtyOjXozd,10,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,136173,2020-03-09,False,34,https://p.scdn.co/mp3-preview/9abbd9dcd4a74b822df03760033013669815d110?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.728,0.593,10,-6.235,0,0.0654,0.00298,7.38e-06,0.302,0.697,135.058,4
69C2vHcSO1i2cNd92aTjnM,Hinta,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,155557,2020-03-09,False,34,https://p.scdn.co/mp3-preview/1200834a2ffb0eeaa7c993ce7f44fca5494f5108?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.765,0.611,10,-4.478,0,0.095,0.0112,0.000459,0.0685,0.204,140.173,4
7fciwJMfSxvl9DOZUwQcDM,Cérnametélt,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,166173,2020-03-09,False,34,https://p.scdn.co/mp3-preview/853e0d2c39701ccd1f94cc4fb5e30566e518a00e?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.837,0.679,11,-6.899,0,0.0715,0.0142,0.00154,0.0814,0.689,130.023,4
7e7NU54XoNd0PmwmZboaKT,Vaklárma,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,156942,2020-03-09,False,34,https://p.scdn.co/mp3-preview/7d6fb40c8c71918d2a75380f46951f93c8b2b7d4?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.787,0.729,10,-5.971,1,0.123,0.0533,0.000512,0.363,0.654,136.052,4
4YCy0MrHAyEGzffYMrUPaS,Toldi,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,149557,2020-03-09,False,34,https://p.scdn.co/mp3-preview/473d6740f46390c67ca6179badccb9212cd8600f?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.679,0.752,7,-5.374,0,0.0668,0.00611,0.000253,0.222,0.308,132.047,4
46cMgp7RUhtq02qrKLKrSN,Kaszinó,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,144932,2020-03-09,False,34,https://p.scdn.co/mp3-preview/7f1a1224a60d1dfb2a4bd73f3f6e660b90663263?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.711,0.709,10,-5.062,0,0.0378,0.148,0.000897,0.222,0.818,139.963,4
0IOjPgvLOauR8ughEOsNSG,Gyerekszoba,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,168942,2020-03-09,False,34,https://p.scdn.co/mp3-preview/54681ffdfbcc3b0c913381d7f99b4bbbedd63b61?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.582,0.874,9,-5.262,1,0.242,0.0341,0,0.0747,0.743,91.374,4
4I7u3QDcuUmDrP7VlAA8lJ,Gáz,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,227557,2020-03-09,True,34,https://p.scdn.co/mp3-preview/c54be02b63429b2e8e6502aeae00553a8d101ae8?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.37,0.776,8,-6.123,0,0.167,0.133,0,0.254,0.528,77.184,1
4MRF5EenbmoRRloNvQmY8d,Kalóriamentes,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,86557,2020-03-09,True,34,https://p.scdn.co/mp3-preview/433cc364607c86eff56680e6823d31172fa447bd?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.806,0.494,1,-7.956,1,0.152,0.0252,0.48,0.108,0.392,99.983,4
3cge9YSCc11F3yPbjE31Dx,Kedves Naplóm,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,174019,2020-03-09,True,34,https://p.scdn.co/mp3-preview/34b2ef64040ee24a6af44bfa2de7203d534fb3ce?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.646,0.902,1,-5.006,1,0.0834,0.00617,0,0.0745,0.441,110.931,4
1HPWgfgZHpPglnVFMjjkuc,Bioritmus,3xPcYBvKbfmYtM8k2dmapu,(y),2Z3ar2v1UZV7rR8R4qZMTn,Kapitány Máté,2020-06-09T17:43:11Z,137548,2020-03-09,True,34,https://p.scdn.co/mp3-preview/ae2e4031c5936a789ced0d872c3bb83626654fd9?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273f379d2a8b65c2db5e15ed8f4,0.628,0.689,1,-6.894,1,0.088,0.0598,0.0604,0.115,0.19,91.944,4
1c9NXFhFkjW7CQiNqwkrTN,Hűha,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,143557,2019-04-29,True,36,https://p.scdn.co/mp3-preview/d01e39808494936e2e4bd7a433ad1727ed12173e?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.738,0.584,7,-6.537,1,0.0551,0.0217,0.00295,0.131,0.133,130.036,4
0DWQGqwfcYnswhDAnJyVV2,Kutyaház Élet,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,117319,2019-04-29,False,36,https://p.scdn.co/mp3-preview/f86401b4601ff023d8ec760fd8bc7032cbd649de?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.839,0.543,2,-7.65,0,0.0362,0.102,0.0421,0.512,0.454,135.05,4
7uqB6xNKvn5uRUPuslOmnD,Algoflex,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,171015,2019-04-29,True,36,https://p.scdn.co/mp3-preview/5b5948b654e322b8a80b18e8907b0a0affd1d2c3?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.774,0.642,11,-7.861,0,0.058,0.069,0.0416,0.926,0.378,119.962,4
4pPMWbSa89ZfJ2nWvcQRjH,Szpotifáj,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,179096,2019-04-29,False,36,https://p.scdn.co/mp3-preview/bdb25afa6197e8486d2552e7cabeb1eafd99066a?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.746,0.542,5,-8.031,1,0.119,0.148,0.000168,0.729,0.616,130.046,4
21IZ2Uagty3yzXoBL21Tx1,Ingyenjegy,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,134317,2019-04-29,False,36,https://p.scdn.co/mp3-preview/1552623766507e7b453a0434620a643cdc6aa8c2?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.815,0.456,5,-8.934,1,0.149,0.234,0,0.187,0.509,130.05,4
6DEaGE9Dcbm5EYAU3B6X0s,M1,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,190102,2019-04-29,True,36,https://p.scdn.co/mp3-preview/862e5a7da7020af74901685f19e4330458e2b61e?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.858,0.614,0,-5.791,0,0.0794,0.144,0.000412,0.269,0.495,110.024,4
5XDWdfaQLD2fjsVYIuqTSV,Wanname,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,242972,2019-04-29,True,36,https://p.scdn.co/mp3-preview/cf80582422a496d5a852cf3ef6874f506573e81a?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.654,0.563,0,-7.441,1,0.108,0.0953,0.0176,0.14,0.122,89.974,4
69pIR0joLje4hG0SfFWeJ3,Lúdtalp,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,181316,2019-04-29,False,36,https://p.scdn.co/mp3-preview/ac80a89dee3e1eab66d17b970763ad6593ca5814?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.667,0.604,11,-6.472,0,0.207,0.0251,0.00676,0.13,0.572,75.107,4
3BtapvxYh74Y5hf65jlhyG,Hepimil,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,168102,2019-04-29,False,36,https://p.scdn.co/mp3-preview/8455f396683112c6c31bf5e584d11fe7d004af09?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.701,0.625,2,-6.35,1,0.0441,0.00371,0.00195,0.215,0.159,140.11,4
4faPSIknR6oDgMDIzXKgcN,Pokahontasz,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,161520,2019-04-29,True,36,https://p.scdn.co/mp3-preview/16527a9fd927fa3eb4563a4c9f78f1d7760478e9?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.867,0.624,0,-7.495,1,0.0988,0.0908,0.00085,0.129,0.308,120.028,4
54SbfhfMpBKTxxMAgV2Wo5,20K,7dCl2m4YHONUXefoqhDdfi,Brokaz,0CJxR2iBZb64SRwApcj2Ev,Lil Frakk,2020-06-09T17:43:00Z,145685,2019-04-29,False,36,https://p.scdn.co/mp3-preview/acbdac96a56135a27673fb19f72f601df755e952?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b273431250144a0c9f3937d1c6e6,0.737,0.589,9,-8.527,0,0.172,0.0443,0.000834,0.166,0.457,134.893,4
1VbiENVGHwF5Y70Ywotwe1,Don't Look Back (feat. Kotomi & Ryan Elder) [From Rick and Morty: Season 4],36hmo7ODAmoUoLAy2mFa1P,Don't Look Back (feat. Kotomi & Ryan Elder) [From Rick and Morty: Season 4],2M0kKcVuBsLFH5d12pW215,Rick and Morty,2020-06-05T18:07:20Z,207000,2020-06-01,False,55,https://p.scdn.co/mp3-preview/9a90164285ab348e65a93cef19d4b6bd469e92f2?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2737dcc411ada6602f0c828a57a,0.595,0.396,0,-16.103,1,0.0344,0.688,0.275,0.132,0.22,100.018,4
13GJdnNKZPYA5tCguRMbfj,Real to Me,5t5KZWWdWHDNCHQcnyvA0B,Real to Me,3EYR1xDK06J61ois35DHbS,The Gentle Men,2020-05-25T08:08:58Z,297333,2020-05-07,True,44,https://p.scdn.co/mp3-preview/89f571486ff89bc4493246c04f0028cd3b9dde52?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b27357c92696ef9eba8ffce247b0,0.336,0.629,4,-8.096,1,0.0378,9.97e-05,0.817,0.191,0.359,135.051,4
7AsJeFIpQBkSb5UWLXsLUF,Alabaster,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,63229,2019-07-11,False,35,https://p.scdn.co/mp3-preview/f4cc721ec5d9df067a95d9f2046cc0b5ef118696?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.73,0.603,0,-4.744,1,0.204,0.434,0.502,0.247,0.925,90.015,4
6hSLEcitOkJc0M8cT2Nqhk,Living,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,121230,2019-07-11,False,35,https://p.scdn.co/mp3-preview/a09d623c1b0d095475e0cafcf2d794771053ba64?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.797,0.913,1,-4.87,1,0.345,0.0724,0.0243,0.0385,0.95,97.48,3
37hrkoq0B1534WH4PaL2aU,The Flame,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,210672,2019-07-11,False,35,https://p.scdn.co/mp3-preview/da0dee7d02ff22e1f4d8f652fc3e6b5fec5fc922?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.323,0.347,2,-10.903,1,0.0299,0.278,0.00336,0.174,0.0736,77.617,3
2iQNLNDu7p2CNGtkiwxTAg,Grid Echo,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,112750,2019-07-11,False,35,https://p.scdn.co/mp3-preview/27fe6ab8c46f39610121cc059d75b415b46628af?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.714,0.809,5,-5.595,0,0.318,0.443,0.745,0.0919,0.549,89.979,4
28W5hs7p97MRFiJD2OFxMH,Basimilus,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,75372,2019-07-11,False,35,https://p.scdn.co/mp3-preview/9e84cfa242e6c9cc4b89dcf7a82f77ca236bac3a?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.757,0.928,11,-3.392,1,0.215,0.235,1.56e-05,0.408,0.494,105.137,4
2gbQk9fDAANrRpUqhly6xD,Lucid,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,65505,2019-07-11,False,35,https://p.scdn.co/mp3-preview/4370c80f97bef167d36355a22d7f69a202f21f09?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.602,0.99,8,-3.842,0,0.439,0.299,2.67e-05,0.0984,0.248,81.681,4
2OzBtCnoFriiBM9tEFBv2s,Amulets Tape,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,71442,2019-07-11,False,35,https://p.scdn.co/mp3-preview/96316931219423e7d47b9ac9a19000da9bda82ce?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.626,0.832,11,-5.799,0,0.353,0.132,0.902,0.142,0.556,81.055,4
0h1ofPMGUAlWQjf8QF8YXv,Waiting,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,176506,2019-07-11,False,35,https://p.scdn.co/mp3-preview/9c1d108181a2b30a559e818d8c99d081b45a6348?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.649,0.638,10,-6.119,0,0.034,0.0253,0.828,0.112,0.346,93.869,4
3Sk8xFNw8ChEc4lAIzqp75,Blaze,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,211707,2019-07-11,False,35,https://p.scdn.co/mp3-preview/000b14d3bf2511f5c8ffe4f7796a183374cddc78?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.764,0.773,0,-5.046,0,0.0597,0.244,0.000533,0.298,0.845,122.96,4
4juGkz9TtlSch6TB4pFyWy,Never Back Down,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,240000,2019-07-11,False,35,https://p.scdn.co/mp3-preview/203c3e3a199a672067c265c8449c5c67f5351bb4?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.641,0.768,7,-7.056,0,0.0406,0.0184,0.000208,0.301,0.452,129.952,4
6Rn19jbZ6HyYLPDUiCqo27,Brothers,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,132332,2019-07-11,False,35,https://p.scdn.co/mp3-preview/72f5430cb3e3c6e7ec14014ce13bba596c41be78?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.616,0.533,4,-9.569,1,0.0322,0.947,0.902,0.0682,0.318,126.567,4
3ZZSCLjIF872PMqWe88AoV,Pinch,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,129141,2019-07-11,False,35,https://p.scdn.co/mp3-preview/820ed1d0602c8042c1d89d029e4e6d1489c20dcd?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.744,0.713,0,-9.601,0,0.151,0.00824,0.729,0.0752,0.523,118.003,4
6Q0EVRRgqgSyLY9HKXYbOM,Nomad,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,69857,2019-07-11,False,35,https://p.scdn.co/mp3-preview/935f14805b5744807b0af277442d604d81ea7f75?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.833,0.86,0,-4.597,1,0.0557,0.094,0.000145,0.128,0.286,139.963,4
7oVfvYnPizADsmQajE3OQF,Pegasus Pool Party,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,155294,2019-07-11,False,35,https://p.scdn.co/mp3-preview/f30d482019667cc9652bd1c1eb29124d39dd5463?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.769,0.947,11,-4.199,0,0.171,0.0036,0.471,0.112,0.641,136.114,4
4vetNKBTvjsDt9JDRMzNZB,Rhythm King,70P5MlGTdAtyb7jMkggUEx,Alabaster,7HifubxN0gO1nHbRIqWhrY,Andrew Huang,2020-05-20T18:02:31Z,107234,2019-07-11,False,35,https://p.scdn.co/mp3-preview/1f8bf8f63ccea7f0c272f35cdbc10f2f91ebf82e?cid=80f9c45f58044ac7af45e808e2d7b928,https://i.scdn.co/image/ab67616d0000b2730998ce22e1ba4d71d01890c6,0.71,0.866,11,-5.505,1,0.0972,0.0054,9.31e-06,0.057,0.809,94.221,4
