id,name,artist_id,artist_name,added_at,duration_ms,release_date,explicit,popularity,preview_url,image_url
7xmW8gsZgihBHkjHA3U8l7,"Girl, You'll Be a Woman Soon",5LEUigTSXpwrtERRcSW1N4,Urge Overkill,2017-08-31 19:56:27+00:00,189626,1992-06-10,False,0,,https://i.scdn.co/image/ab67616d0000b273ca6fadce250ed228ca04f9d3
56XoFI6v7kbGNdM8ALYWof,Lonesome Town - 1990 Digital Remaster,73sSFVlM6pkweLXE8qw1OS,Ricky Nelson,2017-08-31 19:56:18+00:00,135840,1990-01-01,False,53,https://p.scdn.co/mp3-preview/88bd0af78a51502fa7b6b7c1811f7ae53b3ec082?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b2735322e1648cc3506403c6cfa1
3uJ8zHRASayItvcSRh8TIm,Let's Stay Together,3dkbV4qihUeMsqN4vBGg93,Al Green,2017-08-31 19:55:59+00:00,198533,2007,False,0,,https://i.scdn.co/image/ab67616d0000b273be2528999e9ae5c1928ae8b2
6HSUnKDA2LLdi5eO6sga30,Bustin' Surfboards,3L6UEvPrH9ENXU94fYxNlT,The Tornadoes,2017-08-31 19:55:56+00:00,146038,2011-03-31,False,42,https://p.scdn.co/mp3-preview/2c1225c6e103b5c9f8c84c73a53bda939d420c9b?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b2732b61b90f72199333dd7f2d05
3wGZL1BF3zRjikrNyGOp3m,Lost (feat. MØ),738wLrAtLtCtFOLvQBXOXp,Major Lazer,2017-08-31 19:54:00+00:00,195649,2015-11-27,True,12,https://p.scdn.co/mp3-preview/1f4e0609978d873064d178023a8392087610e100?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273962600f44cc7a4902bdfa29b
6vd1gVnL94p5aYlbb10ZRv,Wave (feat. Kali Uchis),738wLrAtLtCtFOLvQBXOXp,Major Lazer,2017-08-31 19:53:49+00:00,189349,2015-11-27,False,9,https://p.scdn.co/mp3-preview/c67379c5f753b14a3b16bea9a949faa4f56ee91b?cid=884409f9066d4b54be728fb81a6c5be9,https://i.scdn.co/image/ab67616d0000b273962600f44cc7a4902bdfa29b
5YBGJpEZRStr26gTM0tJmG,Original Don,738wLrAtLtCtFOLvQBXOXp,Major Lazer,2017-08-31 19:52:51+00:00,253413,2011-11-07,False,0,,https://i.scdn.co/image/ab67616d0000b273a33870ec7debb02ef7e758fa
6JzrLImeXZZXt78330dh5m,Lolo (Intro),6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,41760,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
5QFJQXKRRKpEumd5BE8raa,The Watcher,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,206573,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
5t6bYzld1vAXUEs9GAA149,Fuck You,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,205400,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
6ltPEsP4edATzvinHOzvk2,Still D.R.E.,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,268004,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
5lLPfzsU52am43MLwmvwlr,Big Ego's,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,238360,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
2g9E9UyZ3pdJ1eqUQW0tfQ,Xxplosive,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,215266,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
2Dts49OexROL2KvCK2sokf,What's The Difference,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,244266,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
6aIp8fjllvhTqCrHgAKJR1,Bar One,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,50600,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
7KYu84qzxD1u02KW8F1YOo,Light Speed,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,161066,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,222240,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
20LxTsa6936zOlzTWqoPVt,The Next Episode,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,161600,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
5PtZZkNYizyl4tq4Ru6pCL,Let's Get High,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,147426,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
4DhGh3CU7dzZLRu2bIrrIq,Bitch Niggaz,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,253573,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
1cNu255NnYAGx6aNNbOPKk,The Car Bomb,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,60933,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
4F4YSSwkuZjH0viCgq7Tc4,Murder Ink,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,148333,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
1ncA0KNEe4cuoEe1ZsPwVX,Ed-Ucation,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,92160,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
0X4TIvfc0ZxvOeohACNMfc,Some L.A. Niggaz,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,265173,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
5LtBZCUZWoTHpmhcOOfSeJ,Pause 4 Porno,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,92800,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
6UeR9EXQ3JWOWiDX7ZnDhD,Housewife,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,242666,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
7EV37bmY3qzHzf8PA3ueMv,Ackrite,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,2017-08-31 19:51:39+00:00,219960,1999-11-16,True,0,,https://i.scdn.co/image/ab67616d0000b2733449d887852d1b156092491a
